modelo,impulso,resposta,regime,h,lags,coef,se,pvalor,ci_low,ci_high,significativo_90,nobs,hac_maxlags
regimes_dln_gasolina_refinaria_para_ipca_transporte_mensal,dln_gasolina_refinaria,ipca_transporte_mensal,pos_out2016,12,3,1.264807593679052,6.237749594233846,0.8393174252515372,-8.995377450411564,11.524992637769667,False,257,13
regimes_dln_gasolina_refinaria_para_ipca_transporte_mensal,dln_gasolina_refinaria,ipca_transporte_mensal,pre_out2016,24,3,4.486851137001395,6.213897201854524,0.4702531843685458,-5.734100212972624,14.707802486975414,False,245,25
regimes_dln_gasolina_refinaria_para_ipca_transporte_mensal,dln_gasolina_refinaria,ipca_transporte_mensal,pos_out2016,24,3,4.824780343271414,6.1279711080317965,0.4310844289623512,-5.254835159628518,14.904395846171345,False,245,25
regimes_dln_gasolina_para_ipca_transporte_mensal,dln_gasolina,ipca_transporte_mensal,pre_out2016,3,3,1.0472678861532163,0.18626150243402118,1.881399214198609e-08,0.7408949783131862,1.3536407939932464,True,266,4
regimes_dln_gasolina_para_ipca_transporte_mensal,dln_gasolina,ipca_transporte_mensal,pos_out2016,3,3,1.1660471543701636,0.2608387343430452,7.808229276040635e-06,0.7370056161365741,1.595088692603753,True,266,4
regimes_dln_gasolina_para_ipca_transporte_mensal,dln_gasolina,ipca_transporte_mensal,pre_out2016,6,3,1.3408947425128837,0.25845265875753703,2.1237769742832313e-07,0.9157779493602978,1.7660115356654695,True,263,7
regimes_dln_gasolina_para_ipca_transporte_mensal,dln_gasolina,ipca_transporte_mensal,pos_out2016,6,3,1.148015765338478,0.2644255772785732,1.4148375124811707e-05,0.71307439549308,1.5829571351838758,True,263,7
regimes_dln_gasolina_para_ipca_transporte_mensal,dln_gasolina,ipca_transporte_mensal,pre_out2016,12,3,1.6741988351703654,0.43293932304492694,0.00011015898686883574,0.9620770194100022,2.3863206509307284,True,257,13
regimes_dln_gasolina_para_ipca_transporte_mensal,dln_gasolina,ipca_transporte_mensal,pos_out2016,12,3,1.0114017969724074,0.2012962569215981,5.048927436135386e-07,0.6802989186831614,1.3425046752616534,True,257,13
regimes_dln_gasolina_para_ipca_transporte_mensal,dln_gasolina,ipca_transporte_mensal,pre_out2016,24,3,1.0146747465336858,0.5098091474177969,0.046557552414669745,0.17611332135048474,1.8532361717168868,True,245,25
regimes_dln_gasolina_para_ipca_transporte_mensal,dln_gasolina,ipca_transporte_mensal,pos_out2016,24,3,0.8286183484812142,0.2816009437835307,0.0032554551510999286,0.36542601474591613,1.2918106822165123,True,245,25
regimes_dln_etanol_para_ipca_transporte_mensal,dln_etanol,ipca_transporte_mensal,pre_out2016,3,3,0.5760795098270988,0.14151004695862357,4.682295836344608e-05,0.34331619583713363,0.808842823817064,True,266,4
regimes_dln_etanol_para_ipca_transporte_mensal,dln_etanol,ipca_transporte_mensal,pos_out2016,3,3,1.1531289655113133,0.5841792000087161,0.048389680169527605,0.19223968958736704,2.1140182414352595,True,266,4
regimes_dln_etanol_para_ipca_transporte_mensal,dln_etanol,ipca_transporte_mensal,pre_out2016,6,3,0.7050913136936696,0.20127353503193762,0.0004597910673174166,0.37402580958704285,1.0361568178002964,True,263,7
regimes_dln_etanol_para_ipca_transporte_mensal,dln_etanol,ipca_transporte_mensal,pos_out2016,6,3,1.515270023624633,0.5602305692116066,0.00683608104429223,0.5937727399278341,2.436767307321432,True,263,7
regimes_dln_etanol_para_ipca_transporte_mensal,dln_etanol,ipca_transporte_mensal,pre_out2016,12,3,0.5797311576672968,0.26380671612462714,0.02798045725922793,0.1458077238355464,1.0136545914990471,True,257,13
regimes_dln_etanol_para_ipca_transporte_mensal,dln_etanol,ipca_transporte_mensal,pos_out2016,12,3,1.8509408617304022,0.5204033843942476,0.00037548179951873983,0.9949534674317029,2.7069282560291015,True,257,13
regimes_dln_etanol_para_ipca_transporte_mensal,dln_etanol,ipca_transporte_mensal,pre_out2016,24,3,0.2641242350909181,0.2513260951255992,0.29329420957511587,-0.1492704040239745,0.6775188742058107,False,245,25
regimes_dln_etanol_para_ipca_transporte_mensal,dln_etanol,ipca_transporte_mensal,pos_out2016,24,3,1.5805470106382984,0.32440519111038624,1.1039674943091882e-06,1.046947955438494,2.114146065838103,True,245,25
